trace_pid,$w_{back.}$ with $\beta$,"$w_{back.}, w_{depth}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{forw.}$ with $\beta$","$w_{back.}, w_{depth}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{dist.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{depth}$ with $\beta$,"$w_{depth}, w_{dist.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{depth}, w_{eff.}$ with $\beta$","$w_{depth}, w_{forw.}$ with $\beta$","$w_{depth}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{dist.}$ with $\beta$,"$w_{dist.}, w_{eff.}$ with $\beta$","$w_{dist.}, w_{forw.}$ with $\beta$","$w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{eff.}$ with $\beta$,$w_{forw.}$ with $\beta$,"$w_{forw.}, w_{eff.}$ with $\beta$",Null (Given Costs) with $\beta$
2305,-118.57456070121219,-96.81694142068947,-99.02636172458777,-97.65280330359293,-97.65312109897815,-99.86222360749123,-95.44338299969463,-95.44370079507985,-97.65280330359293,-108.86838979313893,-95.44338299969463,-95.48962679074441,-97.65280330359293,-93.23396269579634,-93.28020648684611,-95.44338299969463,-94.62152576964928,-96.83094607354758,-95.44338299969465,-95.49048397794702,-97.65280330359295,-93.23396269579635,-93.28106367404872,-95.44338299969465,-109.68654385479326,-93.23396269579635,-110.7297505277037,-95.44338299969465,-91.02454239189805,-108.5203302238054,-93.23396269579635,-124.28149119842595
2306,-271.49999695417137,-249.30765736764326,-250.46963546835437,-250.6131710473058,-249.62341063393995,-250.16241679437468,-249.37820262837778,-248.90842615747206,-249.5790851252469,-265.66163846060283,-267.5069409190592,-252.4330854717783,-254.11095548889747,-273.12306396377863,-271.37735499007425,-271.62806209323236,-246.93519130346164,-248.09716940417275,-248.24070498312417,-247.25094456975833,-247.78995073019303,-247.00573656419616,-246.53596009329044,-247.20661906106528,-263.2891723964212,-265.1344748548776,-250.06061940759668,-251.73848942471585,-270.750597899597,-269.0048889258926,-269.25559602905076,-269.12753088998977
2308,-136.15602619905198,-129.2903390635881,-122.29544378503857,-122.79206173268939,-124.22688220045302,-124.89440804238487,-126.75411997953857,-131.35961500668128,-128.25788700170705,-120.19309747534308,-120.68971542299391,-122.12453589075754,-122.79206173268939,-126.85834512040137,-130.14579444157295,-126.15554069201157,-132.43213983805109,-122.60242257119388,-124.70476888088938,-123.6957003681039,-125.79804667779938,-133.0021261791952,-133.3101084909536,-133.00966839040356,-125.35754476613835,-124.88977168591394,-121.59335405840841,-123.6957003681039,-132.55086795055846,-138.3566618159836,-132.44218607615008,-143.14241084926348
2309,-111.03747202759463,-65.30453295908742,-67.31720880445499,-69.32988464944759,-69.32988464944759,-71.34256049481516,-67.31720880408002,-67.31720880408002,-69.32988464944759,-101.25322240374524,-67.31720880408002,-67.31720880408002,-69.32988464944759,-65.30453295871244,-65.30453295871244,-67.31720880408002,-63.29185711371988,-65.30453295908745,-67.31720880408002,-67.31720880408005,-69.32988464944759,-65.30453295871244,-65.30453295871249,-67.31720880408002,-101.21401329885683,-65.30453295871244,-65.3072567690112,-67.31720880408002,-63.29185711334487,-63.29458092364363,-65.30453295871244,-118.29443558106868
2311,-381.2721398194179,-374.9300697572148,-374.9775454178832,-377.41183614077033,-352.9491321135565,-352.64271462828725,-377.42348177683726,-350.36389011603745,-350.0574726307682,-379.70344113726037,-382.1991628461601,-374.6912742808326,-377.17716048512,-383.817802543185,-375.84575220537727,-378.3830293707893,-372.3448277596957,-372.39230342036416,-374.82659414325127,-350.36389011603745,-350.0574726307682,-374.8382397793182,-347.7786481185184,-347.4722306332491,-377.11819913974125,-379.61392084864104,-372.10603228331354,-374.59191848760094,-381.2325605456659,-373.26051020785815,-375.79778737327024,-378.6868978218988
2312,-134.23751485001674,-123.7248002711654,-117.93181011539296,-120.20874856119323,-120.01175265126298,-121.30134683792218,-126.00173871696568,-122.10321547808276,-124.38015392388303,-115.6548716695927,-117.93181011539296,-117.73481420546271,-119.0244083921219,-124.66297016073302,-119.82627703228249,-122.10321547808276,-124.96939526816058,-115.690357965657,-117.96729641145727,-117.96729641145727,-120.24423485725754,-125.76638376673705,-127.24633371396085,-125.40367089469038,-113.41341951985673,-115.690357965657,-115.690357965657,-117.96729641145727,-123.48944532093678,-129.37602646065147,-123.12673244889011,-135.736783010965
2322,-116.75756785915077,-104.89111539160956,-66.1004365830712,-62.197840331657765,-68.32176221131635,-64.41916595990293,-106.88755832839041,-105.33999750895937,-107.56053327400636,-63.87911095482604,-59.976514703412604,-66.1004365830712,-62.197840331657765,-104.66623270014526,-103.11867188071422,-105.3392076457612,-110.72866879819725,-64.30906571127849,-60.870086754130256,-66.53039133952365,-63.09141238237542,-105.38183008452224,-112.9499944264424,-107.60315571276739,-62.08774008303333,-58.6487611258851,-64.30906571127849,-60.870086754130256,-103.16050445627708,-117.0813002582484,-105.38183008452224,-121.31947359686619
2323,-311.7311276065284,-314.209041135329,-310.86195090737067,-312.4108313465249,-313.3398644361713,-314.88874487532553,-316.53353531584656,-316.68695466412964,-319.0114488446472,-308.38403737857004,-309.9329178177243,-310.86195090737067,-312.4108313465249,-314.05562178704594,-314.209041135329,-316.53353531584656,-311.7311276065284,-308.38403737857004,-309.9329178177243,-310.86195090737067,-312.4108313465249,-314.05562178704594,-314.209041135329,-316.53353531584656,-305.9061238497694,-307.45500428892365,-308.38403737857004,-309.9329178177243,-311.5777082582453,-311.7311276065284,-314.05562178704594,-309.25321407772776
2324,-110.03508945761133,-96.7073447152395,-94.14577168136317,-96.31113835150634,-95.78136031812386,-97.94672698826702,-98.11838216743784,-97.575392312128,-99.73999111307668,-91.98040501122001,-94.14577168136317,-93.61599364798069,-95.78136031812386,-95.95301549729469,-95.41002564198484,-97.57462444293351,-102.41980854916953,-94.92578583571256,-95.49766207035023,-96.912398144405,-97.6630287404934,-96.65017352909646,-104.5851752193127,-98.81554019923962,-92.76041916556939,-93.33229540020707,-94.74703147426185,-95.49766207035023,-94.48480685895329,-108.93739116099509,-96.65017352909646,-113.95070269960509
2325,-97.91678889463039,-72.26916975903956,-58.47572144753445,-60.32016117459141,-60.17307409510951,-62.01751382216648,-63.91789566316864,-60.61855161831274,-62.46290747828464,-66.66385878027859,-65.25933968257748,-67.34036231982203,-62.521019696402305,-84.48238802872403,-86.00347143076802,-63.91785955008488,-72.80215863870417,-56.6953020779794,-58.53974180503637,-58.4479614267199,-60.292401153776865,-62.08524162463925,-59.073333793630844,-60.61896033433362,-70.6794096856114,-67.69581660533804,-69.17725552327845,-60.6793957108975,-88.19059089706045,-93.28422106856056,-62.08493135072795,-101.96335704925664
2326,-122.85953518090918,-110.90349759406025,-113.08822152029376,-114.5956861043474,-112.46124427726627,-114.64512826116587,-112.41096217811388,-110.27652035103276,-112.46040433493235,-125.0442591071427,-112.41096217811388,-110.27652035103276,-112.46040433493235,-110.22623825188037,-108.09179642479926,-110.27568040869883,-116.82055577972184,-119.00527970595536,-113.1291471773629,-121.19000363218886,-115.31387110359641,-110.9444232511294,-119.00527970595536,-113.1291471773629,-131.04394383997845,-110.9444232511294,-125.09765970115774,-113.1291471773629,-108.75969932489588,-122.91293577492422,-110.9444232511294,-128.85921991374494
2328,-219.72695769641103,-220.51326363667252,-221.15334548897002,-222.71935385139525,-223.40325032413514,-224.9692586865604,-221.8697308970394,-222.76316847183764,-224.11963573220453,-219.6706801015502,-221.04120470841184,-221.92058493671533,-223.29110954357697,-220.91835676489023,-221.97686253157616,-223.16826160005536,-218.26335880150737,-218.9034406538049,-220.46944901623013,-221.15334548897002,-222.71935385139525,-219.61982606187428,-220.51326363667252,-221.8697308970394,-217.42077526638508,-218.79129987324671,-219.6706801015502,-221.04120470841184,-218.6684519297251,-219.72695769641103,-220.91835676489023,-217.47705286124588
2333,-102.69758716696926,-85.25734771026835,-74.59946995331336,-75.77965969260312,-75.16985935135004,-77.3286034081182,-86.31795614332736,-86.31804694593453,-88.47670020009551,-72.44072589654522,-73.62091563583496,-73.01111529458188,-75.16985935135004,-84.15921208655921,-84.17212129083,-86.31795614332736,-83.10308567765016,-75.22544356202042,-74.56131663856462,-76.32076301265758,-76.72006069533278,-84.15921208655921,-84.17268933461355,-86.31795614332736,-73.06669950525226,-72.40257258179648,-74.16201895588944,-74.56131663856462,-82.00046802979105,-87.69913485379837,-84.15921208655921,-100.5425195525348
2336,-135.99113260643406,-125.24340220635536,-127.47635626568264,-129.70931032500994,-129.70931032500994,-131.94226438433722,-127.47635626568264,-127.47635626568264,-129.70931032500994,-138.22408666576135,-128.49969957839332,-130.15923740603677,-130.06674929959476,-126.26674551906603,-127.92628334670948,-127.83379524026748,-131.29320015473834,-133.52615421406563,-133.21315827603178,-135.75910827339294,-135.22019331753447,-130.98020421670446,-133.52615421406563,-132.98723925820718,-144.99030376495767,-130.98020421670446,-142.3328838615941,-132.98723925820718,-128.74725015737718,-140.09992980226681,-130.75428519887987,-142.75734970563036
2338,-373.6851287997223,-363.860963187095,-357.6158849787463,-360.0808642981953,-354.68894073104155,-357.14667775518865,-366.3773268615978,-360.65155033754047,-363.1616514778031,-365.96598308971124,-368.4872827431373,-362.6956731920839,-365.21078298267855,-376.20172342412707,-370.1575253881674,-372.70138992526694,-361.30799045014476,-355.06291224179597,-357.52789156124504,-352.1359679940913,-354.5937050182383,-363.82435412464747,-358.09857760059015,-360.60867874085284,-363.413010352761,-365.934310006187,-360.1427004551336,-362.6578102457283,-373.6487506871768,-367.60455265121715,-370.1484171883166,-371.13215606277197
2339,-106.65994844586473,-104.57035907705963,-99.17685546014356,-101.37408003747979,-101.37408003747979,-102.93948712858014,-106.76758365439585,-99.68987212123048,-100.74226255124393,-96.97963088280734,-99.17685546014356,-99.17685546014356,-100.74226255124393,-106.79152308022248,-97.49264754389426,-98.5450379739077,-106.65994844586473,-98.00376031261702,-100.20098488995323,-99.68987212123048,-101.88709669856671,-106.7996364206625,-97.49264754389426,-99.68987212123048,-95.8065357352808,-98.00376031261702,-97.49264754389426,-99.68987212123048,-106.38142306880869,-95.29542296655805,-97.49264754389426,-104.4627238685285
2340,-174.82877099401693,-177.22666626681533,-179.6245615396137,-182.02245681241206,-182.02245681241206,-184.42035208521042,-179.6245615396137,-179.6245615396137,-182.02245681241206,-177.22666626681533,-179.6245615396137,-179.6245615396137,-182.02245681241206,-177.22666626681533,-177.22666626681533,-179.6245615396137,-191.52778057082972,-193.9256758436281,-196.32357111642648,-196.32357111642648,-198.72146638922484,-193.9256758436281,-193.9256758436281,-196.32357111642648,-191.52778057082972,-193.9256758436281,-193.9256758436281,-196.32357111642648,-191.52778057082972,-191.52778057082972,-193.9256758436281,-189.12988529803135
2342,-170.03549433499887,-161.1377748978778,-163.2669458394626,-163.23183552674968,-164.55075849719455,-164.11934636908165,-161.0534811134049,-162.68092087947264,-161.94099195573685,-165.38567199510322,-162.10670885431878,-162.554522297257,-161.94099195573685,-161.70995950437415,-161.66836070544036,-159.76263754239207,-168.80564161166225,-168.24851688254952,-164.62646620387554,-170.42687129589433,-166.80482061722032,-163.6875485364173,-170.98399602500706,-165.53489772368314,-166.96058727298382,-162.44811179053073,-168.64331553269497,-164.62646620387554,-162.58665846446192,-170.2977495320809,-163.4450156861344,-172.1445423266469
2347,-145.2325168328404,-117.16270421739867,-119.34105863074346,-113.30858562499641,-111.20708362721301,-113.38543804055782,-111.13023121165162,-109.02872921386822,-111.20708362721301,-137.07878039706048,-112.07428094200397,-109.02872921386822,-111.20708362721301,-109.89592652865917,-106.85037480052343,-109.02872921386822,-120.1967974227368,-122.37515183608159,-112.53428309012394,-119.59439683149338,-111.20708362721304,-110.35592867677914,-117.41604241814859,-109.02872921386825,-136.76834642686458,-110.35592867677914,-126.04347814867069,-109.02872921386825,-108.17757426343435,-123.8651237353259,-106.85037480052345,-148.26247887052526
2348,-115.8276009876686,-98.44434360526583,-86.47149773977895,-88.6869061392006,-87.86941694838907,-90.08482534781074,-99.56158913603431,-99.56167994516795,-101.77699753545598,-84.25608934035729,-86.47149773977895,-85.65400854896743,-87.86941694838907,-97.34618073661267,-97.35911718052897,-99.56158913603431,-96.23341723003794,-87.18775759543217,-87.61765058571777,-89.1778736214226,-89.83305898513943,-97.3461807366127,-97.35965895984737,-99.56158913603434,-84.97234919601051,-85.40224218629612,-86.96246522200096,-87.61765058571777,-95.13077233719103,-100.82946640737082,-97.3461807366127,-113.61577833989726
2349,-113.5021932270241,-93.10987991430335,-95.31323953793549,-95.31989664319464,-95.32007824359981,-97.52325626682676,-93.11653701956251,-93.11671861996768,-95.31989664319464,-100.7182090718018,-93.11653701956251,-93.14278672332001,-95.31989664319464,-90.91317739593038,-90.93942709968789,-93.11653701956251,-90.91548421526704,-93.11884383889918,-93.11653701956251,-93.14349067341051,-95.31989664319464,-90.91317739593038,-90.94013104977839,-93.11653701956251,-101.33084500254033,-90.91317739593038,-102.30821852405279,-93.11653701956251,-88.70981777229825,-100.10485890042065,-90.91317739593038,-119.58002064900668
2350,-113.81054839235657,-100.6884962989864,-102.89185592261852,-103.86364390481711,-102.73268164820243,-104.93521576365248,-101.66028428118499,-100.5293220245703,-102.73185614002035,-101.09038531690067,-101.66028428118499,-100.5293220245703,-102.73185614002035,-99.45692465755286,-98.32596240093818,-100.52849651638823,-106.77824711438299,-104.15946696780767,-102.43374194609868,-106.29451920226047,-104.6371015697308,-100.23038232246654,-108.98160673801513,-102.43374194609868,-101.95610734417554,-100.23038232246654,-104.09115957862835,-102.43374194609868,-98.02702269883441,-112.94729329440133,-100.23038232246654,-120.48280016221156
2351,-438.41988014878945,-436.2339288372338,-437.2758105044931,-439.63536470198176,-434.01555016847846,-436.38490226477717,-438.6779569548716,-432.5344208478367,-434.9675647416263,-437.1704146205556,-439.6166914826091,-433.3976780768866,-435.8330977376336,-440.93973937825893,-434.1684454780063,-436.6789704711936,-433.534847486475,-434.5767291537342,-436.93628335122287,-431.31646881771957,-433.6858209140183,-435.9788756041127,-429.8353394970778,-432.2684833908674,-434.4713332697968,-436.9176101318502,-430.69859672612773,-433.1340163868747,-438.2406580275001,-431.46936412724745,-433.97988912043473,-435.72079879803056
2352,-172.08485307253488,-173.09316240170375,-151.87770372294486,-153.3869408347471,-154.09902935119,-155.60826646299225,-169.00584133263376,-172.00035013275436,-170.6922636079938,-149.65637809469968,-151.16561520650194,-151.87770372294486,-153.3869408347471,-166.78451570438858,-169.77902450450918,-168.47093797974864,-184.60100613096938,-158.79675600338155,-160.71376545695156,-161.01808163162673,-162.93509108519672,-177.23712022072812,-186.2464558091642,-179.4584458489733,-156.5754303751364,-158.49243982870638,-158.79675600338155,-160.71376545695156,-175.01579459248296,-184.02513018091904,-177.23712022072812,-182.37968050272423
2353,-344.27135203290777,-346.9230044869373,-341.62052345449945,-341.24036072169537,-344.27217590852894,-338.8073378969218,-342.19449615256724,-349.57465694096686,-336.15568544289226,-338.9688710004699,-338.5887082676659,-341.62052345449945,-336.15568544289226,-339.54284369853775,-346.9230044869373,-333.5040329888627,-363.9527323053599,-366.60438475938946,-347.9858046260732,-369.25603721341895,-350.6374570801027,-359.8224335480521,-366.60438475938946,-362.47408600208166,-363.9527323053599,-345.3341521720437,-366.60438475938946,-347.9858046260732,-357.1707810940226,-363.9527323053599,-359.8224335480521,-361.30107985133037
2354,-415.7772184843647,-411.27814871445463,-407.0930128131031,-409.49348819670666,-403.6569040472392,-406.048598538357,-413.7499881854728,-407.42061806551084,-409.8847023193593,-409.64114797897685,-412.11770186071703,-405.80166862035446,-408.2706150890765,-418.31507493956263,-411.53853061897655,-414.0697689136251,-408.624014865754,-404.43887896440253,-406.83935434800605,-401.0027701985386,-403.3944646896564,-411.0958543367722,-404.7664842168103,-407.2305684706587,-406.98701413027624,-409.4635680120165,-403.1475347716539,-405.6164812403759,-415.660941090862,-408.88439677027594,-411.4156350649246,-413.1230846356641
2355,-144.5350758939633,-127.14877181170475,-129.37594545983148,-130.5149700833394,-130.36955259633612,-132.5967262444629,-128.28779643521264,-128.461829284684,-130.5038958145011,-127.90746483561587,-128.28779643521264,-128.14237894820937,-130.36955259633612,-126.0606227870859,-127.21912748927991,-128.27672216637433,-129.36466921952055,-128.5588486525286,-128.28779643521264,-129.16139313143242,-130.5149700833394,-126.0606227870859,-131.5918428676473,-128.28779643521264,-126.33167500440186,-126.0606227870859,-126.93421948330568,-128.28779643521264,-123.83344913895914,-136.33341432735236,-126.0606227870859,-147.3794691514389
2356,-243.42883499647877,-242.1862576779402,-224.62562657680255,-226.65724893690444,-218.04280135961528,-219.93886286198432,-243.31986587595887,-224.17555831214347,-226.20798790736717,-222.266377141155,-224.2979995012569,-215.68355192396774,-217.57961342633678,-241.05431054671854,-221.81630887649592,-223.84873847171963,-239.8543722645769,-222.266377141155,-224.2979995012569,-216.3812785386475,-217.93041375115558,-240.96061644031133,-222.8657463101052,-224.52779694106675,-219.90712770550743,-221.93875006560936,-214.02202910299997,-215.57116431550804,-238.69506111107097,-220.50649687445764,-222.1685475054192,-241.06958556083123
2357,-119.80040252364712,-99.6193094098183,-101.85226346914558,-101.88864514957018,-101.88882675066236,-104.12159920889746,-99.65569109024288,-99.65587269133506,-101.88864514957018,-107.97914240954312,-99.65569109024288,-99.68181064797396,-101.88864514957018,-97.4227370309156,-97.44885658864668,-99.65569109024288,-97.39531927509114,-99.62827333441844,-99.65569109024293,-99.68264484674225,-101.88864514957022,-97.42273703091564,-97.44969078741497,-99.65569109024293,-108.73965437363498,-97.42273703091564,-108.81764801369864,-99.65569109024293,-95.18978297158834,-106.58469395437135,-97.42273703091564,-125.68125559529201
2358,-183.30750712882718,-183.29684304431802,-176.99895640710616,-178.34200266001747,-179.2488612422713,-180.59190749518262,-179.82189351734283,-183.26901453068112,-181.50004743186992,-174.74905157194104,-176.09209782485235,-176.99895640710616,-178.34200266001747,-177.5719886821777,-181.019109695516,-179.2501425967048,-193.0008942125562,-183.16969395225672,-183.5334527152998,-185.41959878742185,-185.78335755046493,-185.56519365051406,-194.71881786439877,-187.8150984856792,-180.91978911709157,-181.28354788013468,-183.16969395225672,-183.5334527152998,-183.31528881534894,-192.46891302923365,-185.56519365051406,-190.85940547310977
2361,-356.9577035213283,-353.15618792434265,-345.3512180296701,-347.78905085992074,-309.0625762810319,-308.9483703747381,-355.64884846635937,-313.0049546923533,-313.0149141434598,-347.69825574858015,-350.19213862089873,-308.3219073779346,-308.7411684506962,-359.4983818337588,-334.63208970972767,-337.1520867691468,-350.60625471043056,-342.80128481575804,-345.23911764600865,-306.5126430671198,-306.39843716082595,-353.0989152524473,-310.4550214784412,-310.4649809295477,-345.14832253466807,-347.64220540698665,-305.77197416402254,-306.1912352367841,-356.9484486198467,-332.0821564958156,-334.60215355523474,-354.4077703074162
2362,-150.08890958556836,-132.94000271146777,-135.1310160288047,-133.83609232087113,-137.32202934614165,-136.02710563820807,-131.6450790035342,-135.1310160288047,-133.83609232087113,-152.2799229029053,-131.6450790035342,-140.47509700478892,-133.83609232087113,-129.45406568619725,-138.28408368745198,-131.6450790035342,-132.8108249240756,-135.00183824141254,-131.6450790035342,-137.19285155874948,-133.83609232087113,-129.45406568619725,-135.00183824141254,-131.6450790035342,-152.43811162929552,-129.45406568619725,-145.55582447143848,-131.6450790035342,-127.26305236886031,-143.36481115410155,-129.45406568619725,-150.24709831195858
2363,-129.88167010276652,-112.70576406106483,-114.94443246830393,-114.74484609534564,-115.80088156082472,-116.98351450258474,-112.50617768810653,-113.56221315358562,-114.74484609534564,-132.12033851000564,-112.50617768810653,-114.01514897313082,-114.74484609534564,-110.26750928086743,-111.77648056589172,-112.50617768810653,-117.86616108596102,-120.10482949320013,-113.20082862794919,-122.34349790043923,-115.4394970351883,-110.96216022071009,-120.10482949320013,-113.20082862794919,-135.60856735856564,-110.96216022071009,-127.48462286549407,-113.20082862794919,-108.72349181347099,-125.24595445825497,-110.96216022071009,-135.134818983888
2364,-125.22135474587564,-122.28576749668625,-113.98427116608913,-115.23918594030786,-116.23417600125427,-117.48909077547299,-122.61415651007304,-123.19406306208333,-124.86406134523818,-111.73436633092399,-112.98928110514272,-113.98427116608913,-115.23918594030786,-120.3642516749079,-120.9441582269182,-122.61415651007304,-129.5234048763033,-115.40644016904227,-117.65634500420741,-117.65634500420741,-119.90624983937255,-125.68674906590786,-131.77330971146844,-127.93665390107299,-113.15653533387714,-115.40644016904227,-115.40644016904227,-117.65634500420741,-123.43684423074272,-132.73325999689757,-125.68674906590786,-133.2309530369146
2366,-117.56908131455455,-104.3359849654147,-96.24891606516726,-98.45227568879939,-98.45227568879939,-100.65563531243151,-106.53934458904683,-105.71516793747219,-106.77975363864104,-94.04555644153513,-96.24891606516726,-96.24891606516726,-98.45227568879939,-105.18007541885467,-103.51180831384005,-104.57639401500892,-110.98928977521703,-97.46688219201229,-99.67024181564443,-99.67024181564443,-101.87360143927656,-106.1033235398233,-113.19264939884917,-108.30668316345542,-95.26352256838017,-97.46688219201229,-97.46688219201229,-99.67024181564443,-103.89996391619115,-119.4064798913549,-106.1033235398233,-123.64110780666132
2367,-117.90456211034248,-105.52989597899143,-102.03615196334405,-104.27482037058316,-104.27482037058316,-106.51348877782226,-107.23911634481314,-105.30587863441588,-107.54372563867972,-99.79748355610495,-102.03615196334405,-102.03615196334405,-104.27482037058316,-105.00044793757404,-103.06721022717677,-105.30505723144061,-111.25380620932128,-102.84980495713005,-105.08847336436915,-105.08847336436915,-107.32714177160825,-105.71359977305195,-113.49247461656039,-107.95226818029106,-100.61113654989094,-102.84980495713005,-102.84980495713005,-105.08847336436915,-103.47493136581285,-117.45000693259941,-105.71359977305195,-124.04827288625025
2368,-338.62058465908046,-334.72547034669964,-327.1103390407021,-329.5426247516639,-287.64965526336056,-287.41893366215754,-337.2066475026449,-293.03244337585454,-293.0677923513072,-329.7050126978426,-332.1884010862442,-286.3426878968919,-286.7747915302398,-341.1288062692301,-310.7577905803476,-313.2762668815544,-332.2069940454928,-324.5918627394953,-327.02414845045706,-285.13117896215374,-284.9004573609507,-334.6881712014381,-290.5139670746477,-290.5493160501004,-327.1865363966358,-329.6699247850374,-283.8242115956851,-284.25631522903296,-338.6103299680233,-308.2393142791408,-310.7577905803476,-336.10210835787365
2369,-302.025753956688,-304.67240636905024,-307.3190587814125,-292.1612984614756,-309.9657111937747,-294.80795087383785,-289.51464604911337,-307.3190587814125,-292.1612984614756,-304.67240636905024,-289.51464604911337,-307.3190587814125,-292.1612984614756,-286.8679936367511,-304.67240636905024,-289.51464604911337,-337.6465742742683,-340.29322668663053,-334.91655618916116,-342.9398790989928,-337.5632086015234,-332.2699037767989,-340.29322668663053,-334.91655618916116,-337.6465742742683,-332.2699037767989,-340.29322668663053,-334.91655618916116,-329.62325136443667,-337.6465742742683,-332.2699037767989,-334.99992186190605
2370,-119.87052632734616,-111.38308531279661,-102.0397242760051,-104.25513267542676,-104.25513267542676,-106.47054107484843,-112.79322696602526,-111.2171295456499,-113.43170240267372,-99.82431587658346,-102.0397242760051,-102.0397242760051,-104.25513267542676,-110.57781856660361,-109.00172114622825,-111.21629400325207,-117.517221738639,-102.79152643832997,-105.00693483775163,-105.00693483775163,-107.22234323717328,-113.28166988830489,-119.73263013806066,-115.49707828772654,-100.5761180389083,-102.79152643832997,-102.79152643832997,-105.00693483775163,-111.06626148888323,-123.75401659122824,-113.28166988830489,-127.66783314357811
2372,-135.13837818585358,-117.3122321010168,-111.82749573867893,-111.67965636516871,-111.41601975059902,-113.66592458576416,-116.19410322079325,-117.52343317110737,-118.11460070059246,-109.5775909035138,-109.42975153000357,-109.1661149154339,-111.41601975059902,-113.94419838562811,-115.27352833594225,-115.86469586542734,-118.07891345199059,-109.5775909035138,-109.42975153000357,-109.69622386345993,-111.67965636516871,-113.94419838562811,-120.32881828715571,-116.19410322079325,-107.32768606834867,-107.17984669483843,-107.4463190282948,-109.42975153000357,-111.69429355046299,-123.56255589539971,-113.94419838562811,-135.8325596616396
2373,-108.15879274268795,-88.00487386374652,-80.1151243747585,-80.52040240894789,-80.15985896368494,-82.33176167461178,-87.97995754975778,-87.98013913711003,-90.15186026068461,-77.94322166383165,-78.34849969802104,-77.9879562527581,-80.15985896368494,-85.80805483883094,-85.83442106743954,-87.97995754975778,-85.841935077328,-80.74005790324475,-79.29095515587144,-81.28287893553082,-81.46285786679827,-85.80805483883094,-85.83500654231365,-87.97995754975778,-78.5681551923179,-77.1190524449446,-79.11097622460399,-79.29095515587144,-83.6361521279041,-95.03130976782363,-85.80805483883094,-114.59551057944986
2374,-158.64227804839095,-138.4276133932061,-140.10393543025475,-141.27272825869508,-139.83153372871007,-139.89212983063902,-140.66056745253337,-138.66199159279572,-138.28761053508825,-137.87098137092747,-140.10393543025475,-137.5985796693828,-137.65917577131174,-149.0544776865324,-137.0704179502547,-136.38154267520568,-138.15568159507916,-137.87098137092747,-139.0397741993678,-137.5985796693828,-139.83153372871007,-140.38863565440644,-139.1937227433166,-141.4266768026439,-135.63802731160018,-137.87098137092747,-135.3656256100555,-137.5985796693828,-146.82152362720512,-142.24635956222423,-140.60093344476465,-158.8471748445663
